,ws,dir,vss,vssb,vds,vdsb
0,3.0,0,1.0325401018694378,1.0106597051203772,1.0792221002173887,0.9788091554899943
1,3.0,10,1.0012353247372454,1.0026105654174355,1.0010331981584344,1.0013735439074236
2,3.0,20,1.0053951165463828,1.0237462692073187,1.0764072243482121,1.018252677339406
3,3.0,30,1.018277096946757,1.0100414718740176,1.106643546724258,0.9919121964959898
4,3.0,40,1.0033117026296545,1.0081894817883965,1.013122598347388,1.0048616787245255
5,3.0,50,1.0017577960242863,1.0075254650240502,1.0093739311326912,1.0057575484040695
6,3.0,60,1.0130966547803495,1.0024029752069168,1.0628487622637952,0.9894445613624585
7,3.0,350,1.0023972734543247,1.0046012901626922,1.0061172635170474,1.0021987457136352
8,3.0,340,1.0022154023141483,1.014684952883155,1.0474470233803264,1.012441986563182
9,3.0,330,1.0129306890467502,1.0209683261346647,1.140251924278042,1.007935031660931
10,3.0,320,1.0085838704786985,1.003651645190555,1.0048717465214416,0.9951097519675757
11,3.0,310,1.0008776689685936,1.0027858902702511,1.0097808618401483,1.0019065479836549
12,3.0,300,1.0082045053084756,1.0077285863772776,1.0696394945769874,0.9995279539729368
13,4.0,0,1.032850320782191,1.008678092771602,1.086753771972944,0.9765965817851677
14,4.0,10,1.0010400994779245,1.0019920068328743,1.0005702680750024,1.0009509183053167
15,4.0,20,1.0031011274496902,1.0210613534166604,1.0630171038810117,1.01790470120658
16,4.0,30,1.016883370380191,1.0092066198987713,1.119394613852185,0.9924507070279364
17,4.0,40,1.0035013519603404,1.006511791054542,1.0187590424934323,1.0029999352649805
18,4.0,50,1.0017972442080783,1.006186600844329,1.007960247826179,1.0043814820430261
19,4.0,60,1.0113010443146249,1.0025563496640595,1.0570314399312815,0.9913530251948945
20,4.0,350,1.0006879378571196,1.0038791136888874,1.0170900368151916,1.0031889820103175
21,4.0,340,1.0006013107049923,1.0130015367133596,1.0435115475337589,1.012392774100636
22,4.0,330,1.0120035020327045,1.018065063506695,1.139123741671691,1.005989664523705
23,4.0,320,1.0144182246699494,1.0028695228597657,1.0140334417650814,0.9886154432862825
24,4.0,310,1.001191421796136,1.0030325484625608,1.0089135173454653,1.0018389357183282
25,4.0,300,1.0077784022752716,1.0053721778966136,1.0576979446888433,0.997612347741105
26,5.0,0,1.0351045791522306,1.0064489671015042,1.064417856111769,0.9723162155516732
27,5.0,10,1.000722475866353,1.0012394047775752,1.0001970578196893,1.0005165557121867
28,5.0,20,1.0021116555786431,1.0170492028685627,1.054804347224699,1.0149060708023543
29,5.0,30,1.013226250817925,1.0079813930490822,1.1127639978700148,0.994823606509791
30,5.0,40,1.0036635771038835,1.0048501421525793,1.0141736724383241,1.0011822338438539
31,5.0,50,1.0016063020566381,1.00460396333888,1.0048464306064193,1.0029928538549395
32,5.0,60,1.0105192252931519,1.0018048673845457,1.0478206409160649,0.9913763561439634
33,5.0,350,1.000764222194278,1.0028778171019157,1.0168404019941568,1.0021119808849717
34,5.0,340,1.0005261774437655,1.0108192078839446,1.038245759578826,1.010287617327991
35,5.0,330,1.0110192088442551,1.0147468282575132,1.1220663659449994,1.0036869916819082
36,5.0,320,1.0132824540633418,1.0018306255221112,1.012033501276496,0.9886982859563906
37,5.0,310,1.0007658237336627,1.00230970353493,1.0060905988798412,1.0015426983662445
38,5.0,300,1.0071705905493509,1.003071659779414,1.046079977921201,0.9959302517285568
39,6.0,0,1.0302849785750574,1.0049732743765472,1.041570565388605,0.9754323272445282
40,6.0,10,1.0005461881891036,1.0008906751324809,1.0001154274227777,1.0003442988913893
41,6.0,20,1.0021001372217655,1.0137496841733054,1.0440156433262187,1.0116251325779049
42,6.0,30,1.014748859904652,1.0066878178741836,1.0905737113390082,0.9920561211261417
43,6.0,40,1.0039289554079283,1.003406027373041,1.0116939352885508,0.9994791184853565
44,6.0,50,1.0013637249578218,1.0035112182062722,1.0036913874702886,1.002144568646663
45,6.0,60,1.0102944873155215,1.0011696893089235,1.0377848004179713,0.9909681799503394
46,6.0,350,1.0011778092112724,1.0022756287189751,1.0160358340096918,1.0010965280069157
47,6.0,340,1.0003328549434074,1.008453816153895,1.0315404347342478,1.0081182590078448
48,6.0,330,1.0120435527052232,1.0115189565487936,1.0960903702261036,0.9994816466593485
49,6.0,320,1.0128101667277036,1.0013586980544134,1.0104537631322945,0.9886933711276922
50,6.0,310,1.000721320564218,1.0018866884451492,1.0047744638528064,1.0011645278830215
51,6.0,300,1.0071065143950346,1.0019292198652254,1.0357262924622632,0.994859238366739
52,7.0,0,1.0258529400277745,1.0038087491671115,1.0313408803482638,0.9785113538202987
53,7.0,10,1.0004324024664386,1.0006894248438005,1.0000793288120808,1.0002569112882873
54,7.0,20,1.0021584797826453,1.011640729723831,1.03704796536002,1.0094618267793756
55,7.0,30,1.0141185131519534,1.0055981621398655,1.0788186703268128,0.9915982689384044
56,7.0,40,1.0042539590209663,1.0025147822961213,1.0089391984510465,0.9982681903225549
57,7.0,50,1.001248216877047,1.0028564699032234,1.0030672918364052,1.0016062480802141
58,7.0,60,1.0103629316652847,1.0008216846148015,1.0315223986671112,0.9905566141121613
59,7.0,350,1.0013385681974833,1.00163549426942,1.0132269009820114,1.0002965291474502
60,7.0,340,1.0007914540282488,1.007142545426487,1.0269009098235453,1.0063460687765415
61,7.0,330,1.0119199455424277,1.009414422341562,1.0824375552124517,0.9975239906952099
62,7.0,320,1.0121784908255085,1.0010040784660554,1.0081792662840658,0.9889600377198894
63,7.0,310,1.0007248783216987,1.0016094554612278,1.003998772144333,1.0008839363931998
64,7.0,300,1.0068291970795997,1.001215250113018,1.0296711900017634,0.9944241317366784
65,8.0,0,1.0228110669018111,1.0032920718152085,1.0267953931077403,0.9809163239250751
66,8.0,10,1.0003753345319015,1.0005931510229422,1.0000651889595613,1.0002177347676637
67,8.0,20,1.0020678696872984,1.0103547732463725,1.0323038767400254,1.0082698026847823
68,8.0,30,1.0133302868789862,1.004846863748853,1.0707776064493166,0.9916281756896246
69,8.0,40,1.0045579320982299,1.0021005173919706,1.0073082865220737,0.9975537352025817
70,8.0,50,1.0011324235148176,1.0025198492359282,1.0027021990662168,1.0013858563447975
71,8.0,60,1.0098875019101365,1.0006400665209005,1.027456915883032,0.9908431034429626
72,8.0,350,1.001693334058162,1.001506050470146,1.0120361150096848,0.9998130330095568
73,8.0,340,1.0006540561341117,1.0061310846169271,1.0234241211374122,1.0054734485402228
74,8.0,330,1.011306735355811,1.0082270860644393,1.0736138649370022,0.9969547821806131
75,8.0,320,1.0120370421923184,1.000723762619536,1.0068001994199016,0.9888212791616056
76,8.0,310,1.0006630273948962,1.0014381996808461,1.0036060527114667,1.0007746586660327
77,8.0,300,1.0067251030187643,1.000878184029006,1.026122273502545,0.9941921394706202
78,9.0,0,1.0225455741777438,1.0029991502287812,1.0253637575562637,0.9808845449605702
79,9.0,10,1.000335922807195,1.0005448497568898,1.0000635138680336,1.0002088567899357
80,9.0,20,1.0021409835219006,1.0096092803817873,1.0307577645105352,1.0074523415194938
81,9.0,30,1.013425504119788,1.0044266093813352,1.0669277726339148,0.9911203194493624
82,9.0,40,1.0043534441898623,1.0018780567462378,1.0067152724185997,0.9975353423060931
83,9.0,50,1.0010598263624726,1.0023595444255207,1.00265860684037,1.0012983420459203
84,9.0,60,1.0100158546356597,1.0005645567729549,1.0262062905620941,0.9906424262358592
85,9.0,350,1.0018747524526457,1.001417825309075,1.0112147211915818,0.9995439278787572
86,9.0,340,1.0007710265755267,1.0056857299775595,1.0221379606435654,1.0049109169545505
87,9.0,330,1.0113420862920806,1.0075852072242044,1.0701892135349311,0.9962852539029103
88,9.0,320,1.0112088897568903,1.0007238467013848,1.006238022150142,0.989631179905839
89,9.0,310,1.0006527576330695,1.0013438078959123,1.003538258675589,1.000690599468768
90,9.0,300,1.006667851815803,1.000717996568161,1.0252470673265488,0.9940895547256129
91,10.0,0,1.0228471538360442,1.0025556748241689,1.0247407713878984,0.9801617681236391
92,10.0,10,1.0002757634827175,1.0004709568776964,1.0000628931289361,1.000195139582608
93,10.0,20,1.0023757254465593,1.0086756656855989,1.0305760347196509,1.0062850087837403
94,10.0,30,1.0141713769530891,1.0040125087478569,1.064755458185833,0.989983085269323
95,10.0,40,1.0044206545012104,1.0015790255659551,1.006425566357431,0.9971708776372521
96,10.0,50,1.0009596111160195,1.0020967056897292,1.0026516046224114,1.0011360044512103
97,10.0,60,1.010278231629188,1.0004784764764598,1.0260395796842916,0.9902999442669124
98,10.0,350,1.002053929692245,1.0011402152648265,1.0106366342860085,0.9990881584310545
99,10.0,340,1.0011441155901812,1.0052889162410288,1.021980818427862,1.0041400639391505
100,10.0,330,1.011987354019397,1.0067390975883899,1.0683251779219811,0.9948139110531743
101,10.0,320,1.0108715307728673,1.0006034515459152,1.0059591287580754,0.9898423499778438
102,10.0,310,1.0006584684153605,1.001186305511293,1.0035241319573027,1.0005274897605858
103,10.0,300,1.0070792811324103,1.000495923921285,1.0250453044686838,0.9934629206116498
104,11.0,0,1.0228475032675648,1.001651695740772,1.022428364209331,0.9792776465122307
105,11.0,10,1.0001330871881873,1.000268250535453,1.0000528041065397,1.0001351453611498
106,11.0,20,1.0029002658743893,1.006262266847446,1.0296823006600782,1.0033522784741964
107,11.0,30,1.0160225510382412,1.0029144835837505,1.063419772667828,0.9870986451618659
108,11.0,40,1.004863535779038,1.000858066386234,1.0056936049748295,0.9960139170641725
109,11.0,50,1.0006547116601112,1.0012969579582436,1.0025240225216294,1.0006418260871095
110,11.0,60,1.0111487429636654,1.0002351717475002,1.0250645268575362,0.9892067598440781
111,11.0,350,1.0029579305588856,1.000625010971135,1.0099281229908215,0.9976739606750499
112,11.0,340,1.0018802554633497,1.0039881433925042,1.0215305603930038,1.002103931999518
113,11.0,330,1.013782648523414,1.00467773730184,1.0658928073950802,0.991018872502074
114,11.0,320,1.0102013777374814,1.0002909995385953,1.0053713438130745,0.9901897003733234
115,11.0,310,1.000717476145209,1.000756841609061,1.0032822420851741,1.0000393372403205
116,11.0,300,1.0081160003143759,0.9999425330479814,1.0239756984480757,0.9918923345489551
117,12.0,0,1.0133391815657535,1.0004763050917904,1.0074726439903396,0.9873064451587789
118,12.0,10,1.000077076792138,1.0000714583516428,1.0000490085493698,0.9999943819925228
119,12.0,20,1.0034522704897022,1.0029796215631968,1.0209175841464753,0.9995289771717045
120,12.0,30,1.0183883649465257,1.001420524815138,1.0585805914993238,0.9833385369320489
121,12.0,40,1.0040856608796693,1.0000260597519695,1.0015378831781714,0.995956917536156
122,12.0,50,1.0008325293542075,1.0003048512363495,1.001016727387788,0.9994727608242325
123,12.0,60,1.0108133656297238,1.000047171965422,1.0168329962536427,0.9893489797123977
124,12.0,350,1.003969960192914,0.9999736761713032,1.0054699100395472,0.9960195183321591
125,12.0,340,1.002846774166253,1.001966825207764,1.017602812647324,0.9991225489465024
126,12.0,330,1.0166828518782376,1.001978761356038,1.0525387359247262,0.9855371903882956
127,12.0,320,1.0075658748342082,0.9999136363517717,1.00233319577768,0.9924052226523693
128,12.0,310,1.0007569016756352,1.0001430453465887,1.0013292859932543,0.999386607948425
129,12.0,300,1.0073456640470453,0.9998728565939201,1.0148538250482824,0.9925816849966844
130,13.0,0,1.0001731803855995,1.000079062568167,1.0000037266716202,0.9999058984791052
131,13.0,10,1.0001059111177688,1.0000036898532343,1.0000706626058795,0.9998977895606872
132,13.0,20,0.9997134941776695,0.9997856522350622,1.000021426700344,1.000072178737021
133,13.0,30,1.014329781869059,1.0001413451550545,1.03977498062127,0.9860120081578793
134,13.0,40,1.0033211891809535,1.0000401419052007,1.0004241648567742,0.996729813631833
135,13.0,50,0.9999412853110478,0.9999434617493539,1.0000056585198704,1.0000021765661025
136,13.0,60,1.0002565674373263,0.9998288786820714,1.0011180079456248,0.9995724209476069
137,13.0,350,1.003627619120652,0.9999500838306989,1.0026240343650525,0.9963357571873371
138,13.0,340,0.9996473696896545,0.999655864122276,1.000020537337694,1.0000084974290726
139,13.0,330,1.0132173324322205,1.0000350097291395,1.0334224780672419,0.9869896395559709
140,13.0,320,1.0032232609141143,1.0000216396896238,1.00042583566974,0.9968086652799765
141,13.0,310,0.9999674103468318,0.9999523062122107,1.0000024609536928,0.9999848953731243
142,13.0,300,1.001405427639738,0.9997210915999809,1.0014930768046342,0.9983180278503913
143,14.0,0,1.000003226574053,1.0000035345864704,1.0000000114014742,1.0000003080114237
144,14.0,10,0.9999878406031362,0.9999878378552197,0.9999999989620538,0.9999999972520501
145,14.0,20,0.9999192212797564,0.9998690534201373,1.0000157909964489,0.9999498280875581
146,14.0,30,1.0000269548061607,1.000053064748464,1.0000047724788605,1.0000261092385339
147,14.0,40,0.9999972881367979,0.9999973125574557,1.0000000507067344,1.000000024420724
148,14.0,50,0.9999850479913867,0.9999843585998475,1.0000000770149182,0.999999310598153
149,14.0,60,0.9999444880182371,0.999944164578629,1.0000012256610513,0.9999996765424362
150,14.0,350,0.9999907633375381,0.9999935758360975,1.0000016177228253,1.0000028125245377
151,14.0,340,0.9999109528676384,0.9998714193847926,1.0000166655782996,0.9999604629964973
152,14.0,330,1.000015381699614,1.000007767763475,1.0000158107697104,0.9999923861809745
153,14.0,320,0.99999791026234,0.9999981655328872,1.000000048093098,1.0000002552710807
154,14.0,310,0.999989208515216,0.999988785081155,1.0000000992776774,0.9999995765613694
155,14.0,300,0.9999307762479759,0.9999230832568728,1.0000037662828023,0.9999923064763224
156,15.0,0,1.0000001447364626,0.999999888219758,1.00000031140657,0.9999997434833324
157,15.0,10,1.000000108128537,0.9999999669277232,1.0000000917618865,0.9999998587992015
158,15.0,20,0.9999766835350299,0.999976104710763,1.0000004472277377,0.9999994211622367
159,15.0,30,1.000008665533214,0.9999895080539767,1.0000094960535622,0.9999808426867709
160,15.0,40,0.9999999199052625,0.999999866613369,1.0000000682405694,0.9999999467081022
161,15.0,50,0.999995985143812,0.9999953364249105,1.0000003437843727,0.9999993512784939
162,15.0,60,1.0000028116150708,0.9999999439474919,1.000004593275506,0.9999971323404839
163,15.0,350,0.9999958462141848,0.9999957298591308,1.0000002369218388,0.9999998836444627
164,15.0,340,0.9999821487051145,0.9999819645702179,1.0000005868820065,0.9999998158618164
165,15.0,330,1.0000094464391511,0.9999909099697134,1.000013842465027,0.9999814637056642
166,15.0,320,0.9999999715969948,0.9999998852981067,1.000000067062125,0.9999999137011093
167,15.0,310,0.9999981687726521,0.9999975651264844,1.0000005443805176,0.9999993963527269
168,15.0,300,1.0000028658395386,0.9999991363572102,1.0000032675296484,0.9999962705283597
